,CITY,STATE,POP_GDP,GDP_CAPITA,GVA_MAIN,MUN_EXPENDIT,COMP_TOT,COMP_A,COMP_B,COMP_C,COMP_D,COMP_E,COMP_F,COMP_G,COMP_H,COMP_I,COMP_J,COMP_K,COMP_L,COMP_M,COMP_N,COMP_O,COMP_P,COMP_Q,COMP_R,COMP_S,COMP_T,COMP_U,HOTELS,BEDS,Pr_Agencies,Pu_Agencies,Pr_Bank,Pu_Bank,Pr_Assets,Pu_Assets,Cars,Motorcycles,Wheeled_tractor,UBER,MAC,WAL-MART,POST_OFFICES
662,Bom Princípio Do Piauí,PI,5517,7452.0,"Administração, defesa, educação e saúde públicas e seguridade social",18374295,43,1,0,0,0,0,0,13,1,0,0,0,0,1,3,2,20,1,0,1,0,0,0,0,0,0,0,0,0,0,214,669,0,0,0,0,1
663,Bom Progresso,RS,2238,24879.0,"Agricultura, inclusive apoio à agricultura e a pós colheita",12009865,46,0,0,5,1,1,2,12,3,3,0,0,0,0,2,2,7,0,2,6,0,0,0,0,0,0,0,0,0,0,762,431,0,0,0,0,1
664,Bom Repouso,MG,10771,12745.0,"Administração, defesa, educação e saúde públicas e seguridade social",22208353,167,1,1,11,0,0,1,93,8,14,0,0,0,2,4,2,7,6,1,16,0,0,0,0,0,0,0,0,0,0,3169,1962,0,0,0,0,1
665,Bom Retiro,SC,9698,28697.0,"Agricultura, inclusive apoio à agricultura e a pós colheita",20228721,303,16,0,26,0,0,8,111,19,27,3,0,6,6,8,2,8,9,1,53,0,0,0,0,0,1,0,1,0,69041321,3273,1022,1,0,0,0,2
666,Bom Retiro Do Sul,RS,12158,20372.0,Demais serviços,26373627,389,3,1,82,0,0,6,157,38,18,3,1,4,12,14,2,9,10,9,20,0,0,0,0,0,2,0,2,0,57855783,4950,2075,7,0,0,0,4
667,Bom Sucesso,PR,6982,16108.0,"Administração, defesa, educação e saúde públicas e seguridade social",20544320,182,8,0,11,0,0,12,80,34,3,0,0,0,5,10,2,4,5,1,7,0,0,0,0,0,0,0,0,0,0,1971,643,0,0,0,0,1
668,Bom Sucesso,PB,4989,7589.0,"Administração, defesa, educação e saúde públicas e seguridade social",11624711,40,1,0,0,0,0,0,21,0,0,0,0,0,3,0,1,4,2,0,8,0,0,0,0,0,0,0,0,0,0,158,1057,0,0,0,0,1
669,Bom Sucesso,MG,17883,17543.0,Demais serviços,31665149,430,8,4,29,0,2,21,197,44,45,3,1,1,19,7,3,4,15,12,15,0,0,0,0,1,2,1,2,27440252,249361629,4533,1335,1,0,0,0,2
670,Bom Sucesso De Itararé,SP,3860,12798.0,"Administração, defesa, educação e saúde públicas e seguridade social",12388713,83,15,4,6,0,0,4,36,4,2,0,0,0,0,0,2,2,1,1,6,0,0,0,0,0,0,0,0,0,0,779,380,0,0,0,0,1
671,Bom Sucesso Do Sul,PR,3361,67348.0,"Agricultura, inclusive apoio à agricultura e a pós colheita",18464289,143,6,0,21,2,0,3,47,16,5,0,0,0,5,2,2,4,2,3,25,0,0,0,0,0,0,0,0,0,0,1012,410,0,0,0,0,1
672,Bombinhas,SC,18052,32848.0,Demais serviços,95636018,1447,0,0,64,0,5,150,386,18,349,14,11,57,27,291,3,11,9,15,37,0,0,5,325,2,0,2,0,74992339,0,7209,3501,4,0,0,0,2
673,Bonfim,RR,11843,20899.0,"Administração, defesa, educação e saúde públicas e seguridade social",32847078,33,2,0,1,0,0,2,19,0,4,0,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,220,468,0,0,0,0,1
674,Bonfim,MG,7018,12553.0,Demais serviços,17100850,143,2,1,14,1,0,6,59,2,9,0,0,6,9,5,2,3,4,1,19,0,0,0,0,1,1,1,1,35412620,39107530,1685,1658,0,0,0,0,2
675,Bonfim Do Piauí,PI,5564,6431.0,"Administração, defesa, educação e saúde públicas e seguridade social",12220618,24,0,0,0,0,0,0,15,1,1,0,0,0,0,0,3,1,1,0,2,0,0,0,0,0,0,0,0,0,0,151,618,0,0,0,0,1
676,Bonfinópolis,GO,8876,8097.0,"Administração, defesa, educação e saúde públicas e seguridade social",15686019,121,4,0,10,0,1,6,52,4,3,1,0,2,9,6,5,9,1,3,5,0,0,0,0,0,0,0,0,0,0,1423,1082,0,0,0,0,1
677,Bonfinópolis De Minas,MG,5797,36026.0,"Agricultura, inclusive apoio à agricultura e a pós colheita",19356759,134,1,1,3,0,0,2,55,7,4,1,0,0,6,1,2,5,8,0,38,0,0,0,0,0,1,0,1,0,62567512,1134,719,0,0,0,0,1
678,Boninal,BA,14675,6053.0,"Administração, defesa, educação e saúde públicas e seguridade social",26464262,157,3,1,2,0,0,6,70,3,0,1,0,0,1,2,4,20,1,0,43,0,0,1,65,0,0,0,0,0,0,1269,923,0,0,0,0,2
679,Bonito,BA,17006,9283.0,"Administração, defesa, educação e saúde públicas e seguridade social",0,71,4,1,1,1,0,3,46,0,1,1,1,0,3,1,2,0,2,0,4,0,0,0,0,1,0,1,0,18237102,0,1026,503,0,0,0,0,1
680,Bonito,PA,15563,6959.0,"Administração, defesa, educação e saúde públicas e seguridade social",0,28,2,0,2,0,0,1,12,3,1,0,0,0,1,1,3,0,0,0,2,0,0,0,0,0,1,0,1,0,16471608,505,764,0,0,0,0,1
681,Bonito,PE,38069,9565.0,"Administração, defesa, educação e saúde públicas e seguridade social",72309620,387,10,0,27,0,1,13,186,5,18,22,1,6,17,20,5,11,8,7,30,0,0,1,350,1,2,1,2,16074015,141767473,3369,3248,0,0,0,0,3
682,Bonito,MS,21267,29858.0,Demais serviços,73981972,893,32,4,39,0,2,23,309,86,152,11,7,9,19,96,2,8,20,27,47,0,0,18,1562,1,2,1,2,41395565,243726608,4629,4553,0,0,0,0,2
683,Bonito De Minas,MG,10797,6877.0,"Administração, defesa, educação e saúde públicas e seguridade social",21645225,87,2,0,0,0,0,4,18,8,4,0,0,0,1,1,2,11,4,0,32,0,0,0,0,0,0,0,0,0,0,286,707,0,0,0,0,1
684,Bonito De Santa Fé,PB,11814,7155.0,"Administração, defesa, educação e saúde públicas e seguridade social",20147823,124,0,0,4,0,0,2,77,1,1,0,0,0,2,3,2,13,3,1,15,0,0,0,0,0,0,0,0,0,0,514,1525,0,0,0,0,2
685,Bonópolis,GO,4069,22458.0,"Pecuária, inclusive apoio à pecuária",15629471,57,5,0,1,0,0,0,37,2,1,0,0,0,2,1,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,248,439,0,0,0,0,1
686,Boqueirão,PB,17757,9642.0,"Administração, defesa, educação e saúde públicas e seguridade social",34263525,175,0,1,18,0,0,4,90,5,5,3,1,1,2,7,2,21,2,1,12,0,0,0,0,0,0,0,0,0,0,1486,2207,0,0,0,0,2
687,Boqueirão Do Leão,RS,7913,14498.0,"Agricultura, inclusive apoio à agricultura e a pós colheita",18733382,335,2,0,30,0,0,5,104,24,13,3,0,0,7,3,2,19,10,19,94,0,0,0,0,0,1,0,1,0,17448729,2442,1380,21,0,0,0,1
688,Boqueirão Do Piauí,PI,6284,6031.0,"Administração, defesa, educação e saúde públicas e seguridade social",15142396,40,0,0,0,0,0,0,26,0,0,0,0,0,0,1,2,7,1,0,3,0,0,0,0,0,0,0,0,0,0,367,901,0,0,0,0,1
689,Boquim,SE,26856,10818.0,"Administração, defesa, educação e saúde públicas e seguridade social",44355767,175,2,0,17,0,0,4,90,9,8,2,2,0,4,7,5,3,4,3,15,0,0,0,0,1,4,1,4,46136185,398015036,2422,5284,0,0,0,0,1
690,Boquira,BA,22448,6120.0,"Administração, defesa, educação e saúde públicas e seguridade social",38975140,276,0,6,10,0,2,5,173,4,9,2,1,0,3,6,2,6,7,4,36,0,0,0,0,1,0,1,0,146351612,0,1307,2584,0,0,0,0,2
691,Boracéia,SP,4675,42757.0,"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação",20900749,129,4,0,25,0,0,5,54,18,9,0,1,0,3,2,2,2,1,2,1,0,0,0,0,1,0,1,0,36374418,0,1420,329,0,0,0,0,1
692,Borba,AM,39885,6655.0,"Administração, defesa, educação e saúde públicas e seguridade social",76317254,70,1,0,3,0,0,2,37,2,0,0,0,0,1,0,6,8,0,3,7,0,0,0,0,1,2,1,2,19082561,47764436,66,723,0,0,0,0,1
693,Borborema,PB,5399,11184.0,"Administração, defesa, educação e saúde públicas e seguridade social",0,33,1,0,1,0,0,1,12,0,1,0,0,1,1,1,2,4,2,0,6,0,0,0,0,0,0,0,0,0,0,349,486,0,0,0,0,1
694,Borborema,SP,15681,24720.0,Demais serviços,36368541,648,111,2,89,0,0,10,274,28,32,8,4,7,14,19,2,10,20,6,12,0,0,0,0,2,2,2,2,127928876,216459595,5726,1941,2,0,0,0,1
695,Borda Da Mata,MG,18873,16064.0,Demais serviços,32571548,510,0,3,166,1,0,9,204,24,33,6,3,6,16,7,2,5,9,3,13,0,0,0,0,0,2,0,2,0,284004654,5655,2147,0,0,0,0,3
696,Borebi,SP,2548,23845.0,"Agricultura, inclusive apoio à agricultura e a pós colheita",14130421,53,10,0,6,0,1,2,21,3,4,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,679,215,0,0,0,0,1
697,Borrazópolis,PR,7387,23532.0,Demais serviços,21066577,238,7,0,20,0,1,8,119,8,7,3,0,9,8,3,2,6,9,7,21,0,0,0,0,0,1,0,1,0,91672614,2854,1081,0,0,0,0,1
698,Borá,SP,838,100030.0,Indústrias de transformação,0,75,38,0,1,0,0,1,7,3,3,0,0,1,1,4,2,3,0,1,10,0,0,0,0,1,0,1,0,19494351,0,250,79,0,0,0,0,1
699,Bossoroca,RS,6836,42328.0,"Agricultura, inclusive apoio à agricultura e a pós colheita",20474058,121,0,0,2,0,0,0,57,9,3,1,0,0,5,6,3,10,4,4,17,0,0,0,0,0,2,0,2,0,164349426,1670,488,2,0,0,0,1
700,Botelhos,MG,15323,15713.0,Demais serviços,26315900,340,2,2,27,0,2,19,157,23,13,7,0,5,14,10,2,15,15,5,22,0,0,0,0,1,1,1,1,20342284,84214581,5392,1611,1,0,0,0,3
701,Botucatu,SP,141032,34339.0,Demais serviços,0,4249,93,5,259,1,6,177,1831,136,388,77,56,59,233,269,3,175,199,64,218,0,0,1,120,10,7,4,2,1640909276,2639264740,61942,19606,36,1,0,0,7
702,Botumirim,MG,6557,6998.0,"Administração, defesa, educação e saúde públicas e seguridade social",13825089,81,0,1,1,0,0,1,31,12,6,0,0,0,0,1,2,3,1,0,22,0,0,0,0,0,0,0,0,0,0,323,570,0,0,0,0,3
703,Botuporã,BA,10957,7823.0,"Administração, defesa, educação e saúde públicas e seguridade social",32207175,79,0,1,10,0,0,1,51,1,0,2,0,0,2,1,2,1,4,0,3,0,0,0,0,0,1,0,1,0,37183727,859,1006,0,0,0,0,1
704,Botuverá,SC,5022,49685.0,Indústrias de transformação,19567943,211,3,2,88,0,1,7,42,18,7,1,2,2,5,3,2,3,1,8,16,0,0,0,0,0,0,0,0,0,0,2094,1274,4,0,0,0,1
705,Bozano,RS,2233,47729.0,"Agricultura, inclusive apoio à agricultura e a pós colheita",11083147,47,1,1,4,0,0,1,20,6,3,1,0,0,0,1,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,729,237,0,0,0,0,1
706,Braga,RS,3667,21619.0,"Agricultura, inclusive apoio à agricultura e a pós colheita",12967273,79,0,0,3,0,0,0,32,7,2,0,0,0,2,1,2,7,4,4,15,0,0,0,0,0,0,0,0,0,0,1102,617,0,0,0,0,1
707,Braganey,PR,5714,31588.0,"Agricultura, inclusive apoio à agricultura e a pós colheita",17257632,95,0,0,6,0,0,3,54,5,7,0,0,0,5,2,2,3,1,1,6,0,0,0,0,0,0,0,0,0,0,1647,997,0,0,0,0,1
708,Bragança,PA,122881,8608.0,"Administração, defesa, educação e saúde públicas e seguridade social",0,769,11,0,50,0,1,38,421,20,35,10,0,4,12,15,2,46,25,10,69,0,0,4,275,1,4,1,4,32521182,712255574,5350,14094,0,0,0,0,1
709,Bragança Paulista,SP,162435,31346.0,Demais serviços,355820204,5662,240,9,564,1,8,254,2124,188,421,115,64,100,262,421,3,211,356,71,250,0,0,1,71,10,5,4,2,2192317004,1968204514,72224,33990,20,1,1,0,2
710,Branquinha,AL,10709,36882.0,"Agricultura, inclusive apoio à agricultura e a pós colheita",0,49,0,1,2,0,0,1,26,4,0,1,0,0,1,4,2,3,0,0,4,0,0,0,0,0,0,0,0,0,0,406,768,0,0,0,0,1
711,Brasil Novo,PA,14834,15414.0,"Administração, defesa, educação e saúde públicas e seguridade social",0,141,2,0,10,0,0,3,91,3,2,2,0,5,0,1,2,13,1,0,6,0,0,0,0,0,1,0,1,0,35232118,634,4241,0,0,0,0,1
712,Brasileira,PI,8177,5885.0,"Administração, defesa, educação e saúde públicas e seguridade social",15155881,72,0,0,1,0,0,3,35,2,0,0,0,0,1,4,3,9,2,2,10,0,0,0,0,0,0,0,0,0,0,414,1498,0,0,0,0,1
713,Brasilândia,MS,11884,40948.0,"Produção florestal, pesca e aquicultura",50930261,305,23,3,49,0,0,7,114,24,17,1,0,2,5,9,5,11,12,3,20,0,0,0,0,1,1,1,1,7715410,202133775,3148,1790,0,0,0,0,2
714,Brasilândia De Minas,MG,15921,12556.0,"Administração, defesa, educação e saúde públicas e seguridade social",0,266,14,7,19,0,1,8,124,17,11,2,1,1,6,13,3,7,8,1,23,0,0,0,0,1,1,1,1,54669660,62928922,2880,2135,0,0,0,0,1
715,Brasilândia Do Sul,PR,2990,60289.0,"Agricultura, inclusive apoio à agricultura e a pós colheita",18175659,48,1,0,1,0,0,0,28,1,2,0,0,1,3,2,2,2,1,0,4,0,0,0,0,0,0,0,0,0,0,951,596,1,0,0,0,1
716,Brasilândia Do Tocantins,TO,2188,18057.0,"Administração, defesa, educação e saúde públicas e seguridade social",10538426,15,1,0,1,0,0,1,7,0,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,308,0,0,0,0,1
717,Brasiléia,AC,24311,16729.0,"Administração, defesa, educação e saúde públicas e seguridade social",43316163,219,3,0,21,0,0,4,125,3,14,0,0,2,6,8,2,13,5,2,11,0,0,2,58,1,3,1,3,10595875,317193931,2122,5006,0,0,0,0,1
718,Brasnorte,MT,18258,44625.0,"Agricultura, inclusive apoio à agricultura e a pós colheita",58250687,348,19,3,50,0,2,12,168,16,21,1,0,3,12,6,5,11,7,1,11,0,0,1,96,0,1,0,1,0,165035019,1846,3425,0,0,0,0,2
719,Brasília,DF,2977216,79100.0,"Administração, defesa, educação e saúde públicas e seguridade social",0,86200,242,42,3269,22,130,4685,29018,2157,6788,3254,1527,1670,6717,10346,204,3043,5363,1197,6403,0,123,23,4960,150,274,14,4,292093270172,8016164488595,1288107,211392,594,1,28,1,60
720,Brasília De Minas,MG,32650,9295.0,"Administração, defesa, educação e saúde públicas e seguridade social",67105698,528,3,2,21,0,0,13,265,17,25,3,3,7,19,10,3,33,35,8,61,0,0,0,0,1,2,1,2,13346454,478351452,4423,5175,0,0,0,0,6
721,Brazabrantes,GO,3565,31858.0,Indústrias de transformação,12269255,80,0,0,16,0,2,4,32,6,0,1,0,1,1,9,4,2,0,0,2,0,0,0,0,0,0,0,0,0,0,690,391,0,0,0,0,1
722,Brazópolis,MG,14911,11641.0,"Administração, defesa, educação e saúde públicas e seguridade social",24991240,233,2,0,24,0,0,1,119,6,23,7,0,0,8,5,2,5,11,7,13,0,0,0,0,0,1,0,1,0,75627859,4006,1776,0,0,0,0,2
723,Braço Do Norte,SC,32209,31503.0,Demais serviços,68552543,1470,3,2,317,5,9,70,594,99,70,17,16,29,55,43,8,23,41,26,43,0,0,0,0,1,2,1,2,109468059,969782211,15072,6072,10,0,0,0,3
724,Braço Do Trombudo,SC,3682,38113.0,Indústrias de transformação,16317875,152,2,0,35,0,2,8,49,13,9,0,0,5,6,3,3,1,2,2,12,0,0,0,0,0,1,0,1,0,33042752,1500,687,1,0,0,0,1
725,Braúna,SP,5506,15873.0,Demais serviços,16692962,106,5,0,11,0,1,4,48,13,7,0,0,0,3,1,2,3,1,2,5,0,0,0,0,1,0,1,0,94232873,0,1608,469,0,0,0,0,1
726,Braúnas,MG,5024,22706.0,"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação",14938298,44,0,1,2,0,0,1,21,6,1,1,0,0,0,1,2,3,1,0,4,0,0,0,0,0,0,0,0,0,0,543,656,0,0,0,0,1
727,Brejetuba,ES,12797,20276.0,"Agricultura, inclusive apoio à agricultura e a pós colheita",0,163,1,4,13,0,0,14,75,3,8,1,1,0,5,5,6,12,5,1,9,0,0,0,0,0,2,0,2,0,67932484,2665,2478,4,0,0,0,3
728,Brejinho,RN,12616,10631.0,"Administração, defesa, educação e saúde públicas e seguridade social",0,111,1,0,11,0,3,8,69,0,3,0,0,1,1,2,2,4,2,1,3,0,0,0,0,0,0,0,0,0,0,1046,1943,0,0,0,0,3
729,Brejinho,PE,7464,7115.0,"Administração, defesa, educação e saúde públicas e seguridade social",20225312,61,1,0,2,0,0,1,26,1,1,1,0,0,2,2,2,0,1,0,21,0,0,0,0,0,0,0,0,0,0,456,912,0,0,0,0,1
730,Brejinho De Nazaré,TO,5475,16361.0,"Administração, defesa, educação e saúde públicas e seguridade social",13928913,69,5,1,3,0,0,3,32,5,2,0,0,0,4,1,4,2,0,0,7,0,0,0,0,0,0,0,0,0,0,396,718,0,0,0,0,1
731,Brejo,MA,35799,6393.0,"Administração, defesa, educação e saúde públicas e seguridade social",0,253,1,1,4,0,0,8,149,4,4,0,1,0,4,4,2,52,2,1,16,0,0,0,0,1,1,1,1,29106092,57082216,676,2331,0,0,0,0,1
732,Brejo Alegre,SP,2790,274572.0,Indústrias de transformação,17143586,170,139,0,2,1,0,2,15,1,2,1,0,0,0,2,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,622,249,0,0,0,0,1
733,Brejo Da Madre De Deus,PE,49624,6561.0,"Administração, defesa, educação e saúde públicas e seguridade social",90486438,258,2,1,53,0,0,1,150,2,6,1,1,0,3,12,5,7,1,5,8,0,0,0,0,1,1,1,1,29520038,65324093,2881,7663,0,0,0,0,5
734,Brejo De Areia,MA,10444,5953.0,"Administração, defesa, educação e saúde públicas e seguridade social",20953227,14,0,0,0,0,0,0,11,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,51,1108,0,0,0,0,1
735,Brejo Do Cruz,PB,14006,8057.0,"Administração, defesa, educação e saúde públicas e seguridade social",0,132,0,0,6,0,0,4,94,0,1,1,0,0,3,1,3,9,5,2,3,0,0,0,0,1,0,1,0,48588446,0,435,2875,0,0,0,0,1
736,Brejo Do Piauí,PI,3845,7681.0,"Administração, defesa, educação e saúde públicas e seguridade social",12106053,27,0,0,1,0,0,2,14,0,0,0,0,0,0,1,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,149,417,0,0,0,0,1
737,Brejo Dos Santos,PB,6435,7439.0,"Administração, defesa, educação e saúde públicas e seguridade social",13749072,93,0,0,4,0,0,0,52,0,0,1,0,1,2,3,2,4,2,0,22,0,0,0,0,0,0,0,0,0,0,289,1191,0,0,0,0,1
738,Brejo Grande,SE,8271,9209.0,"Administração, defesa, educação e saúde públicas e seguridade social",22273116,26,0,0,1,0,0,1,10,0,2,0,0,0,0,1,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,196,403,0,0,0,0,1
739,Brejo Grande Do Araguaia,PA,7206,10589.0,"Administração, defesa, educação e saúde públicas e seguridade social",0,36,1,0,1,0,0,1,25,2,0,0,0,0,1,0,3,0,0,0,2,0,0,0,0,0,1,0,1,0,13213478,197,946,0,0,0,0,1
740,Brejo Santo,CE,48451,14143.0,Demais serviços,117045825,791,8,1,48,0,1,17,451,9,38,11,1,6,28,23,3,51,49,9,37,0,0,2,164,1,3,1,3,57047593,782270160,5432,11242,0,0,0,0,3
741,Brejolândia,BA,10768,7949.0,"Administração, defesa, educação e saúde públicas e seguridade social",20021023,72,1,1,1,0,0,2,41,0,0,0,0,0,1,1,1,10,0,0,13,0,0,0,0,0,0,0,0,0,0,406,1325,0,0,0,0,1
742,Brejão,PE,8980,14876.0,"Pecuária, inclusive apoio à pecuária",25146257,52,7,0,1,0,0,2,25,1,0,0,0,0,2,1,5,7,0,0,1,0,0,0,0,0,0,0,0,0,0,537,884,0,0,0,0,1
743,Brejões,BA,15166,8513.0,"Administração, defesa, educação e saúde públicas e seguridade social",0,89,1,0,1,0,0,1,58,4,5,2,0,0,0,5,2,1,2,0,7,0,0,0,0,1,1,1,1,30372258,9426469,1079,801,0,0,0,0,2
744,Breu Branco,PA,62737,8551.0,"Administração, defesa, educação e saúde públicas e seguridade social",0,292,5,2,26,0,0,14,154,6,8,3,0,0,5,11,2,33,6,0,17,0,0,0,0,0,3,0,3,0,129112501,1384,5752,0,0,0,0,1
745,Breves,PA,99080,6921.0,"Administração, defesa, educação e saúde públicas e seguridade social",0,496,1,0,31,0,0,21,331,11,9,6,0,0,9,8,4,36,8,5,16,0,0,1,73,1,3,1,3,18757042,355184552,814,6689,0,0,0,0,1
746,Britânia,GO,5795,17976.0,"Pecuária, inclusive apoio à pecuária",17379862,113,5,0,9,0,0,0,65,7,7,2,0,0,4,4,2,1,2,1,4,0,0,1,56,1,0,1,0,30396015,0,1214,912,0,0,0,0,1
747,Brochier,RS,4975,16199.0,Demais serviços,14137321,246,8,0,51,0,0,0,89,25,6,2,1,0,6,3,2,8,10,7,28,0,0,0,0,0,1,0,1,0,34254304,2132,1205,2,0,0,0,1
748,Brodowski,SP,23780,22582.0,Demais serviços,0,900,24,0,106,0,3,81,371,47,51,20,7,4,35,32,3,31,16,17,52,0,0,0,0,2,2,2,2,203050972,543353140,9196,2390,2,0,0,0,1
749,Brotas,SP,23641,28357.0,Demais serviços,72870217,1194,561,1,47,1,2,23,271,35,87,11,7,9,16,37,2,22,16,20,26,0,0,3,115,2,2,2,2,187788784,426150971,9218,2767,0,0,0,0,2
750,Brotas De Macaúbas,BA,11049,6198.0,"Administração, defesa, educação e saúde públicas e seguridade social",27040946,161,2,1,3,0,0,3,83,0,2,1,0,1,1,2,2,20,3,0,37,0,0,1,17,1,0,1,0,42285116,0,740,537,0,0,0,0,1
751,Brumadinho,MG,38373,40100.0,Indústrias extrativas,174688359,757,11,17,46,0,2,33,236,70,81,15,9,17,56,51,2,23,25,19,44,0,0,5,222,3,2,3,2,277816695,10035151355,10601,4130,45,0,0,0,8
752,Brumado,BA,69473,19725.0,Demais serviços,129448023,1699,1,7,108,0,7,109,872,88,68,27,15,14,42,68,3,36,99,11,124,0,0,0,0,2,3,2,3,226864301,775667016,12117,17098,3,0,0,0,5
753,Brunópolis,SC,2589,29446.0,"Agricultura, inclusive apoio à agricultura e a pós colheita",14148524,40,2,0,6,0,0,1,17,1,2,0,0,0,3,1,2,2,0,0,3,0,0,0,0,0,0,0,0,0,0,804,353,0,0,0,0,2
754,Brusque,SC,125810,41683.0,Demais serviços,315138606,6173,10,9,1596,5,18,337,2041,174,230,118,119,196,284,487,3,98,133,87,228,0,0,0,0,8,4,3,2,1614906411,2998310800,60806,26154,49,0,1,0,3
755,Brás Pires,MG,4577,7935.0,"Administração, defesa, educação e saúde públicas e seguridade social",12215044,76,5,8,5,0,0,1,35,1,2,0,0,0,1,2,1,2,3,3,7,0,0,0,0,0,0,0,0,0,0,855,903,0,0,0,0,2
756,Bueno Brandão,MG,11228,12962.0,Demais serviços,18992997,184,4,1,20,0,0,2,83,4,16,5,1,2,9,3,5,4,8,2,15,0,0,0,0,1,1,1,1,80582998,42925437,4044,1881,1,0,0,0,1
757,Buenos Aires,PE,13050,7274.0,"Administração, defesa, educação e saúde públicas e seguridade social",25347028,76,0,0,7,0,1,1,45,3,4,1,0,0,1,2,7,2,1,0,1,0,0,0,0,0,0,0,0,0,0,923,1190,0,0,0,0,1
758,Buenópolis,MG,10592,10646.0,"Administração, defesa, educação e saúde públicas e seguridade social",21092691,154,2,0,11,0,0,0,83,8,13,1,0,0,8,3,2,4,5,2,12,0,0,0,0,0,1,0,1,0,67162965,1668,1143,0,0,0,0,2
759,Buerarema,BA,19269,9203.0,"Administração, defesa, educação e saúde públicas e seguridade social",0,145,2,2,2,0,1,2,90,8,7,1,0,0,1,2,3,4,3,2,15,0,0,0,0,1,1,1,1,55956728,32113793,1303,1354,0,0,0,0,1
760,Bugre,MG,4140,8018.0,"Administração, defesa, educação e saúde públicas e seguridade social",11328129,33,0,0,1,0,0,5,14,0,1,0,0,0,1,2,2,1,0,0,6,0,0,0,0,0,0,0,0,0,0,565,446,0,0,0,0,1
761,Bujari,AC,9503,16704.0,"Administração, defesa, educação e saúde públicas e seguridade social",0,55,3,0,0,0,0,0,24,0,3,0,0,0,0,5,2,13,0,0,5,0,0,0,0,0,1,0,1,0,43304506,577,951,0,0,0,0,1
762,Bujaru,PA,28016,17488.0,"Agricultura, inclusive apoio à agricultura e a pós colheita",0,58,1,0,6,0,0,2,37,2,0,0,0,0,1,1,2,1,1,0,4,0,0,0,0,0,1,0,1,0,28480771,420,1374,0,0,0,0,1
763,Buri,SP,19655,19529.0,"Agricultura, inclusive apoio à agricultura e a pós colheita",52633370,1161,633,4,31,0,0,22,324,34,34,5,0,2,11,11,3,4,11,9,23,0,0,0,0,1,1,1,1,35688960,78157947,5094,2087,2,0,0,0,2
764,Buritama,SP,16714,30970.0,"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação",54648645,728,279,4,35,0,2,21,188,27,34,9,5,4,25,20,3,6,26,6,34,0,0,0,0,2,2,2,2,622809847,189269654,5518,3370,0,0,0,0,1
765,Buriti,MA,28170,5812.0,"Administração, defesa, educação e saúde públicas e seguridade social",66825687,145,1,0,2,0,0,2,96,0,1,0,1,0,0,0,2,30,1,0,9,0,0,0,0,0,1,0,1,0,39321441,277,3055,0,0,0,0,1
766,Buriti Alegre,GO,9501,31622.0,Demais serviços,29432258,295,9,1,23,0,0,3,143,25,10,2,4,1,9,17,6,9,7,10,16,0,0,0,0,0,1,0,1,0,134254630,3062,1197,0,0,0,0,1
767,Buriti Bravo,MA,23437,6487.0,"Administração, defesa, educação e saúde públicas e seguridade social",40184707,160,4,0,5,0,0,4,104,0,0,0,0,0,1,1,2,28,0,2,9,0,0,1,28,1,0,1,0,45750637,0,280,2565,0,0,0,0,1
768,Buriti De Goiás,GO,2589,14274.0,"Administração, defesa, educação e saúde públicas e seguridade social",13324634,78,1,4,22,0,0,0,36,3,2,0,0,0,1,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,712,599,0,0,0,0,1
769,Buriti Do Tocantins,TO,10988,7988.0,"Administração, defesa, educação e saúde públicas e seguridade social",0,65,0,0,7,0,0,0,40,0,2,0,0,0,2,1,2,1,0,0,10,0,0,0,0,0,0,0,0,0,0,250,1570,0,0,0,0,1
770,Buriti Dos Lopes,PI,19441,7846.0,"Administração, defesa, educação e saúde públicas e seguridade social",40335310,178,10,0,11,0,0,1,89,8,1,1,0,0,2,2,4,28,1,1,19,0,0,0,0,0,1,0,1,0,50056237,918,2889,0,0,0,0,1
771,Buriti Dos Montes,PI,7909,5762.0,"Administração, defesa, educação e saúde públicas e seguridade social",17102478,72,0,0,0,0,0,2,25,0,2,0,0,0,1,1,6,18,1,1,15,0,0,0,0,0,0,0,0,0,0,168,193,0,0,0,0,1
772,Buriticupu,MA,71227,6882.0,"Administração, defesa, educação e saúde públicas e seguridade social",123844425,723,2,0,25,0,1,12,409,10,21,5,2,1,8,11,3,37,11,3,162,0,0,2,35,1,1,1,1,87654293,103561144,1894,12769,0,0,0,0,1
